id,chall_neg,chall_pos,crit_neg,crit_pos,challange_d,crit_d,gender_1,age_1,iqms_avg,crms_avg,chms_avg,fms_avg,fsc_avg,crsc_avg,challengescenario_1
88b331c8-a7cb-4d38-af19-099dcf542a5e,5.772463278959723,5.711935871144716,5.658244499977051,5.470242098780733,0.060527407815007095,0.18800240119631795,1,19,5,2.75,3,2.75,2,2.5,1
aa2bb2ae-b242-4eb3-9f9f-39f97c742be1,4.912704600469412,4.795849280560045,4.35731211936811,4.5412385545233445,0.1168553199093667,-0.1839264351552341,2,20,5,4,3.75,3.75,3,3.5,1
72ddab10-7be7-43cf-92da-3bcd96907315,3.831798386931157,3.611526006056997,3.626675943310749,3.719265653541621,0.2202723808741598,-0.0925897102308717,2,21,5.5,4,4,4.75,2,4,1
b933997d-9891-42e7-a87f-3f6b2afe6125,3.9771063703891913,4.196211190473015,3.5095584502137944,3.6375150658199065,-0.2191048200838237,-0.12795661560611205,2,24,3,4,4,3.5,4.5,4.5,1
bc421a54-0eb3-4c26-8052-f318ff733821,3.7170262252920496,NA,3.19224639155222,3.3602299513571996,NA,-0.1679835598049797,1,21,4,3.5,4.75,3.5,2.5,3.5,1
ad89f5f6-6aaf-4bc3-a166-d9b223f713b9,3.779792540362171,4.350106746669869,4.481575998358587,4.088671500719531,-0.5703142063076982,0.3929044976390559,1,31,4,3.75,3.5,3.5,4,3.5,1
d592b2e5-5b63-414d-a88f-0f9ab879ac04,4.7423723930661765,4.78978809674926,4.282740915738316,4.209667548913537,-0.04741570368308334,0.0730733668247785,2,21,5,4,5.25,4,2,3.5,1
d73978d7-c872-4a9b-a8ac-11ac47a23a40,4.885615048009805,4.250558977949311,4.092010169708379,3.823065825334225,0.6350560700604939,0.26894434437415393,1,22,4,4.75,4.5,3.75,3.5,5,1
af9d273f-d2ae-4641-8e8c-0543b2c84729,5.414221789286629,5.604394167945792,5.602132780307914,5.350912989016633,-0.19017237865916226,0.25121979129128125,1,21,4.5,3.75,4.75,3.75,3.5,3.5,1
b8ba5e03-2d58-490b-9aee-7694e531e717,5.671049363539728,5.206118874565149,4.705593715082031,4.943536261995404,0.4649304889745789,-0.2379425469133727,2,22,3,5,4.25,4.25,3.5,3,1
bc08ef13-93c7-498c-a6a4-03e48c160fcc,4.454669005428677,4.5357723448693,4.182483664043718,4.322157486958794,-0.08110333944062287,-0.1396738229150758,1,20,4,4.25,4.25,2.5,3,4,1
aaaa3f6d-8f8f-4e19-829f-414ef53feda4,6.227175957322969,6.9802980106999275,6.385011834814797,6.927180442129424,-0.7531220533769583,-0.5421686073146263,1,19,3.5,3.75,4.5,2.25,2.5,2.5,1
83482a1b-0eb0-4ac5-86cf-f96653f7bcb1,5.686842098601946,5.873483985045529,5.98442562508516,5.769718705762282,-0.18664188644358326,0.21470691932287878,2,19,5.5,5.25,4.75,5,4,4.5,1
8c78de03-a4d0-466b-9656-183942000737,3.783705006974195,3.821459280294944,3.1900724914316863,3.489363697417126,-0.03775427332074921,-0.29929120598543957,2,21,4,2.5,4.75,2.25,4,4,1
a95ef303-b83d-4757-ba9a-6155744af070,4.713983533601418,4.726068308252273,4.897068005866566,5.384954320887727,-0.012084774650855223,-0.48788631502116075,1,25,3,3.75,3.75,3.25,5,3.5,1
0f05dfb5-8a3d-4e77-b97e-5c78a52f2053,5.1533106801916375,4.9237814501093125,5.185419243868713,4.359426266583407,0.22952923008232506,0.8259929772853063,1,23,5,4.75,5,3.75,4,4,2
d3e81836-7705-4ba5-9d3d-4336f9d0f44d,4.055736621135896,4.420269239750632,4.356258313807423,4.263167625573769,-0.36453261861473596,0.09309068823365418,1,20,5.5,4.75,4.75,4,4,4,2
e0e23d0e-48e1-4e48-ad25-9e6f7325e287,3.469060002145467,3.9133157843908704,3.6237022030330936,4.003822337346915,-0.4442557822454032,-0.38012013431382163,1,19,5.5,4.25,3.75,2.75,3,2.5,1
47d8e089-7295-48a4-89b5-bcd96d5b99ea,4.406253644274101,4.820514410193442,4.599059796281439,4.494444161198433,-0.4142607659193409,0.10461563508300564,1,21,4,4.75,5,3,3,3.5,1
b0c136a1-3eb5-47d0-a5c0-bc0d8e1fd5b7,5.364919419008733,4.959225670270416,5.315565066925537,5.1813348813383655,0.405693748738317,0.13423018558717192,1,24,6,5.25,4.75,4.5,4.5,4.5,1
1bc7d8eb-f9c9-46be-abb5-ab678184a445,4.814122890060738,4.637980881813435,4.510402425040092,4.669032332641842,0.17614200824730286,-0.15862990760174966,2,22,6,4.5,6,4,3,3,1
df8992bf-4c7e-4b2c-aa35-9c7b4ea70569,5.354223119569442,5.367198976694329,4.794481310232889,5.256806293719632,-0.012975857124887469,-0.46232498348674245,1,21,4,3.5,3.25,3.5,2,2.5,1
20a4f19a-b5e4-4602-8c3e-8055f06f6ad7,4.122299829401949,3.760453291478924,4.040853729134161,4.030609732050792,0.3618465379230247,0.01024399708336965,1,21,4,3.5,4,3.25,2,3.5,1
e736640e-245d-4745-8c13-3bd1aca1f5f4,4.7196077133219285,5.398292548678211,5.023513408569885,4.8018372752612715,-0.6786848353562824,0.22167613330861347,1,23,5,3.25,4.5,3.5,3,3.5,1
d525660d-3c9a-4698-9986-16f73e89d55c,7.0794799891029205,6.5707952430926335,6.117818529944523,6.021090073384139,0.508684746010287,0.09672845656038387,1,21,5.5,4.75,5,4.5,3.5,4.5,2
a087b696-f2a3-4b61-a1af-90fdb9e6be3d,4.42266322025474,4.814058539556677,3.972962077886479,4.399362658007804,-0.39139531930193705,-0.42640058012132487,1,20,6,4.75,5.75,3.75,4,4.5,1
1ff2d13c-6bcf-4960-b09d-a608cc29a255,4.716542186434352,4.642552700781924,4.6448849965214976,4.505173871976035,0.07398948565242769,0.13971112454546297,1,19,6,6,5,5,5,5,1
d05d2de8-f069-4923-bd50-039ed165b44e,3.9921826855378684,3.641073013773009,4.402021358234627,3.8741321812569485,0.3511096717648594,0.5278891769776788,1,20,5.5,4.25,4.75,2.5,3.5,2.5,1
e09126e5-be64-4fbe-940a-a991276c4f7f,4.808505472194097,4.02792953973382,4.831321560298809,4.832331066449118,0.7805759324602777,-0.0010095061503090363,1,19,5.5,4.75,4,3.75,4.5,4.5,1
c7636f87-7ae2-4eab-adb6-2fc503da79ee,3.7688747342529063,4.154495476855717,3.722871374128002,4.303091795725916,-0.3856207426028111,-0.5802204215979136,1,20,5.5,6,6,5.75,3.5,4,2
f9110919-0ef9-4bd1-b2a2-033effd61718,4.767883189573507,4.32131807650408,4.13951990795754,4.055906508801461,0.44656511306942726,0.08361339915607946,1,24,5,5.25,5.25,4.25,4.5,4.5,1
28733233-8ba2-4bc8-bf99-52d757969056,6.2967879718894615,5.388177305087111,5.88463643914572,6.19749858312289,0.9086106668023506,-0.3128621439771697,1,20,4,5.25,4.75,4,4,4,1
1359c0fc-b631-4301-8305-a7eb10f7da4a,4.227874896000946,4.551265548125097,4.242301647520134,3.69545677214107,-0.32339065212415097,0.546844875379064,2,21,6,4.75,4.5,4.5,3.5,4,2
ee17bdbd-8db8-4e42-a616-380d8f1a5538,4.692557664048055,4.3515114088842575,5.163720034773392,4.457301883114874,0.34104625516379716,0.706418151658518,2,20,5,4,4,3.75,3,3.5,1
90287aa3-f708-40e5-8a34-95a7b45e5385,4.572082045209843,4.388470789258912,4.039628927162864,4.227507617742458,0.18361125595093064,-0.18787869057959394,1,21,3,4,5,3.75,3.5,3,1
a0e095f7-fbbb-4d99-91fe-99d52fbc3045,4.733200576459184,5.173258072219029,4.593044772771084,4.8284947172663335,-0.4400574957598451,-0.23544994449524914,1,22,3,3,4,2.5,2.5,3.5,1
6c4741cf-83e9-4941-b959-728d059f8a37,3.878058257644488,3.4055148174437746,3.4986262969350985,3.446827672903563,0.4725434402007136,0.05179862403153557,1,20,4.5,3.75,5,4.5,3.5,4,2
6538b1fb-e35a-4485-99e9-a39d7a51178e,4.90938464127494,4.910169096876741,4.476731228361303,4.804935830590617,-7.844556018010707e-4,-0.3282046022293139,1,21,4,2.75,4.25,2.5,2,3.5,2
fb49450b-362e-40cc-a24b-79711dfb8286,4.292299464159298,4.178190639701494,4.173212714986174,4.589057727105667,0.11410882445780413,-0.415845012119493,1,21,3.5,4.5,3.25,4,3.5,3.5,1
e501e4dc-9e5f-4d29-bef2-252e48024384,4.1499410349767105,5.035095960379639,4.327650109592825,5.004879629125694,-0.8851549254029285,-0.6772295195328688,2,24,6,6,6,5.75,4.5,5,2
